,cell_type,gbar_Im,gbar_Ih,gbar_NaTs,gbar_Nap,gbar_K_P,gbar_K_T,gbar_SK,gbar_Kv3_1,gbar_Ca_HVA,gbar_Ca_LVA,gamma_CaDynamics,decay_CaDynamics,soma_g_pas,axon_g_pas,dend_g_pas,apic_g_pas,gbar_NaV,gbar_Kd,gbar_Kv2like,gbar_Im_v2,cre_line,dendrite_type
85,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,spiny
86,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
87,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
88,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
89,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
90,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
91,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
92,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,spiny
93,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
94,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
95,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
96,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,aspiny
97,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,sparsely spiny
98,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
99,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
100,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
101,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
102,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
103,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
104,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
105,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
106,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
107,False,0.00010964347278207832,0.001327233956417784,2.633443365054712,0.0010923659985307534,6.695315200033748e-06,0.0004382802210011194,0.17328111061336915,0.21549739659276912,0.0009987088423085485,0.007200051230870578,0.000115202341859999,403.2469552729104,4.566053436002718e-05,7.283679300296975e-07,1.467075981716946e-05,1.787335598599041e-05,,,,,Human,spiny
108,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
109,False,,0.00023459075837347422,,,,0.04294487957970819,0.00022363708958134224,0.7512091262121829,3.828792350372451e-06,0.0025373289805549226,0.014614207304595504,795.0875718436583,7.632841365826035e-06,8.918505999612433e-05,1.0016061959576928e-07,,0.07996052701699619,2.295786339903317e-05,0.11466991295632754,4.970771481427328e-07,Human,aspiny
110,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
111,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
112,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
113,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
114,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
115,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,sparsely spiny
116,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
117,Rorb-IRES2-Cre__L5__exc,,0.0032917981712849986,,,,7.344424539301729e-05,0.8472109569119772,0.22482253559951032,0.0006917021694062324,0.0019198628828305867,6.722198448587157e-07,249.71169354787529,0.0008388214633284235,0.00035675387073443596,1.0087207034631726e-07,1.0002828222098514e-07,0.6442876954907495,3.682187340722548e-06,5.474059342966409e-09,0.016278829447833026,Rorb-IRES2-Cre,spiny
118,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
119,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
120,Pvalb-IRES-Cre__L5__exc,0.011123285479678427,0.0002785623199811474,0.5337008654094436,0.0013728497693198062,0.0001750737792792778,1.7648240888124e-07,0.00012684673693025416,0.3449768229749843,0.000247612705994981,0.009997097769214524,0.010170508727598029,969.6638127770574,0.0008607453410622392,0.0009025724851944797,2.888286035523468e-06,4.4469847329206715e-06,,,,,Pvalb-IRES-Cre,spiny
121,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
122,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
123,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
124,False,0.0023401539979134136,0.0022975176954405326,1.6265771678276737,0.00013650461874799362,0.024578208567180185,5.072928138002287e-07,0.14815746433712884,0.14039955295811768,6.031974441074728e-07,0.0017619143409785098,0.002287358276068364,401.28636767925775,2.969218878034355e-05,0.00046921881969000937,5.6035402644988035e-06,3.356817608809942e-05,,,,,Human,spiny
125,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
126,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
127,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
128,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
129,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
130,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,aspiny
131,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
132,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
133,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
134,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
135,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
136,Scnn1a-Tg3-Cre__L4__exc,0.0008709385950494086,0.00021157650543547312,0.3039337179963446,0.00021650172713742096,0.018448641973001945,3.75619199482341e-06,0.04112916095044415,0.12353412753890493,0.0007980761845258891,0.004853233394741383,7.514558886071166e-05,725.1793959974069,3.439503032314425e-06,0.0003089282977545945,8.934337496139311e-06,3.0476410352121912e-05,,,,,Scnn1a-Tg3-Cre,spiny
137,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
138,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
139,Sst-IRES-Cre__L4__inh,,3.361841126085785e-06,,,,3.932783346283567e-07,0.0043472246914006895,1.1081323613658394,0.0009832329467932485,9.255704341674942e-10,0.03841023759825348,71.6259347043354,0.00020789643554240084,0.00016431423876811396,1.0001613056143422e-07,,0.02687615924790428,8.914004638819276e-11,0.11990655866204958,0.0003385602610360292,Sst-IRES-Cre,aspiny
140,False,,,,,,,,,,,,,,,,,,,,,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny
141,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
142,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
143,False,3.318667790022101e-05,0.00020329360059672958,4.282411372055578,0.00046782165789049923,0.00014588522884095845,0.00802508444003125,0.004311890719803875,0.4306207704968688,2.154067280772704e-05,1.6472880959572669e-06,0.04983469122685912,555.3259429293255,0.0008674884937349879,2.562355189557772e-05,1.3413975109777484e-06,4.341274136960175e-07,,,,,Human,spiny
144,False,,,,,,,,,,,,,,,,,,,,,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny
145,False,,,,,,,,,,,,,,,,,,,,,Vipr2-IRES2-Cre,aspiny
146,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
147,Rorb-IRES2-Cre__L5__exc,,0.0018109793652402648,,,,0.0693465985685757,0.35734831354791724,0.1686925978773156,0.0006666085031461496,0.0010410767562425546,3.1153336894054135e-05,997.984752173959,0.0001341783434606952,0.00036266867239222585,6.962789090651427e-05,3.4214139100015755e-05,0.2809139696080071,1.926286678388678e-06,0.0016060685378648724,0.012065844848651528,Rorb-IRES2-Cre,spiny
148,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
149,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
150,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,spiny
151,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
152,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
153,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
154,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
155,Rorb-IRES2-Cre__L5__exc,1.6074956828250822e-05,0.004490183389797261,0.8428645297437276,0.00015910263163448806,0.021098120599728255,3.546571267456156e-05,0.1461639609148543,0.11503729926713227,0.00027569077467089355,0.009531498305750992,2.663279533447572e-05,400.93680136664216,5.4346761700941556e-05,1.1531187034765888e-05,3.418502419794824e-05,0.00010851093514331244,,,,,Rorb-IRES2-Cre,spiny
156,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
157,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
158,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,aspiny
159,False,,0.008860856091652176,,,,2.475514916097654e-06,0.008056316542515395,0.2813472870987245,0.0008788677230705168,0.008522440134299059,0.00019253001608416322,815.0298454446083,0.0009826843097340346,9.31769167567697e-05,3.184157653787384e-05,,0.07939044078534954,2.738859835968335e-06,0.008154534707613122,3.9368760418777296e-05,Human,aspiny
160,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152|Pvalb-T2A-Dre,aspiny
161,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
162,Nr5a1-Cre__L4__exc,0.0072542922510378935,2.0724144681988357e-06,0.5459445571987388,0.0013995213534577413,0.030706001493332663,0.00017661133926769832,0.0004088230364181133,0.15353463627045882,0.00021022546615679285,5.971621828111396e-06,0.031979282594100863,262.08498432363,0.00027723172826344284,0.0005529944856975984,3.05865366255592e-06,0.00012512712410094184,,,,,Nr5a1-Cre,spiny
163,False,,,,,,,,,,,,,,,,,,,,,Nr5a1-Cre,spiny
164,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,spiny
165,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,spiny
166,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,sparsely spiny
167,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,spiny
168,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
169,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
170,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
171,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
172,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
173,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
174,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
175,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
176,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
177,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
178,Htr3a-Cre_NO152__L1__inh,,2.6424965762772425e-08,,,,2.987296005896312e-06,3.398848043290048e-13,0.04580350556179515,1.819265062256159e-07,0.004463811116814547,0.001664973814380647,799.1923570663125,0.0007565490787887277,0.0005456844010576595,0.0009144133525749166,,0.06062467009418108,1.1552615378218613e-07,3.4832887024216493e-06,0.002277315412423253,Htr3a-Cre_NO152,aspiny
179,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
180,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,sparsely spiny
181,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
182,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
183,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
184,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
185,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
186,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,sparsely spiny
187,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
188,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
189,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
190,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
191,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,aspiny
192,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
193,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,aspiny
194,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
195,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
196,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
197,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
198,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
199,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
200,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
201,Pvalb-IRES-Cre__L4__inh,,0.00028918148171832306,,,,0.02809468489424316,8.814830524037781e-06,1.1418319671301926,0.0007343937243564196,0.00021377849056254398,0.004332064857456877,569.0142550551873,0.0005744152916859875,9.552562142543341e-05,1.0002747846356704e-07,,0.058014543022859674,0.0010690585854891154,0.0019155385688926093,0.006381439795892213,Pvalb-IRES-Cre,aspiny
202,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,spiny
203,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
204,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
205,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
206,False,,,,,,,,,,,,,,,,,,,,,Gad2-IRES-Cre,aspiny
207,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
208,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
209,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
210,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
211,Rorb-IRES2-Cre__L4__exc,0.0017337180366318564,9.210170683140035e-05,0.9324443616942046,1.8750236181050488e-07,0.002880434815668461,1.4527788055890146e-06,0.05262544602074876,0.12132950890118553,0.0004984968141103144,0.005161295608868863,0.00014502541794699566,405.59644836674835,0.0009965795506908569,0.0001493904861536972,1.0060543238125892e-06,1.3338378314542613e-05,,,,,Rorb-IRES2-Cre,spiny
212,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
213,Rbp4-Cre_KL100__L4__exc,0.00020767501587716232,5.950954135627504e-07,0.9999161412486826,4.837088930370603e-07,0.0446548076214497,7.489320329961968e-05,0.012061151134096865,0.1372543532735357,0.0004533460029129608,0.005513461438440209,0.00042935190776329516,366.9317888104856,0.0004596196968253409,0.0003552682381826364,2.794800840644258e-05,1.0195008268646267e-07,,,,,Rbp4-Cre_KL100,spiny
214,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
215,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
216,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
217,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
218,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
219,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
220,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
221,False,,,,,,,,,,,,,,,,,,,,,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny
222,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
223,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
224,False,,,,,,,,,,,,,,,,,,,,,Vipr2-IRES2-Cre,spiny
225,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
226,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
227,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
228,Cux2-CreERT2__L4__exc,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
229,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
230,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
231,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
232,Cux2-CreERT2__L4__exc,,3.8795536658712576e-05,,,,8.448762206472726e-06,0.009024527668760496,6.890087544017143e-06,0.00014020472533077317,0.00025781595770766295,0.002221659017841232,924.7342568026103,0.000992516244873639,0.00011489500546884336,7.901221633151002e-05,1.0981382418567684e-05,0.3454666405050197,0.013228923614110908,2.128697396767184e-06,0.009900756980442715,Cux2-CreERT2,spiny
233,Pvalb-IRES-Cre__L2/3__inh,,0.0006069486292031745,,,,0.09037042402026496,0.06289744579899581,0.3967517903310464,0.000235739109040227,0.007846445721447933,0.00307734772758728,20.166547044789194,1.0202261273409943e-07,0.0008057832121961959,6.305873485191798e-05,,0.04226754227809548,5.48154854840277e-10,0.26324329445044736,8.570880938385539e-06,Pvalb-IRES-Cre,aspiny
234,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
235,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
236,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25,sparsely spiny
237,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
238,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
239,Htr3a-Cre_NO152__L5__inh,0.009812019912446436,1.1145826751990386e-06,0.6705282223106995,6.045609537430607e-08,0.0027305125012029308,0.0035784905530065188,0.0019602313515051373,0.1096068444725996,0.00046051666568726736,0.007558668705556289,0.00038596341724186917,976.7684022683072,0.000638491568041202,1.6198946787812853e-05,1.5611522678319302e-07,,,,,,Htr3a-Cre_NO152,aspiny
240,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
241,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
242,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
243,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
244,False,,,,,,,,,,,,,,,,,,,,,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny
245,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
246,False,,,,,,,,,,,,,,,,,,,,,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny
247,False,,,,,,,,,,,,,,,,,,,,,Ntsr1-Cre_GN220,spiny
248,False,,0.0006769816387041062,,,,1.120298778594167e-06,0.03640053191053327,1.6224294171589468,0.0009687124361481892,0.009684945625681616,0.0003300352174550268,464.768019474073,0.0003107683242405535,0.0002912531033584348,1.120753149421304e-07,,0.1118096485428044,4.287428803414014e-09,0.0156294505563169,0.004007015267900992,Human,aspiny
249,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
250,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
251,False,,,,,,,,,,,,,,,,,,,,,Cux2-CreERT2,spiny
252,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
253,False,3.438955624660012e-06,3.3582114338159835e-05,1.3054462612884268,0.0003468302550738725,0.046594112336230176,9.411897246874466e-05,0.014641190419788772,0.16422537915342472,0.0009939738111568682,0.009994744574568318,0.00022868711058371166,684.9038735702596,4.262546666880417e-05,0.0009432459556802207,2.6229911455270685e-06,1.0148972295115443e-07,,,,,Human,spiny
254,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,sparsely spiny
255,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,spiny
256,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
257,Rorb-IRES2-Cre__L5__exc,,8.929709721289952e-05,,,,0.017592504106236355,0.0008808257229924178,0.0006169118813947537,0.00014175405719271564,0.0006729934145146954,0.03804193035224515,285.7875080508992,0.00027161328496609215,0.0001591154910975139,4.9528032525641384e-05,0.0004600811998781952,0.023337313876934385,1.2455129660970954e-07,0.022996650121750558,0.00017063637130060316,Rorb-IRES2-Cre,spiny
258,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,aspiny
259,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
260,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
261,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
262,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
263,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
264,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
265,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
266,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
267,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
268,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
269,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
270,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
271,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
272,False,,,,,,,,,,,,,,,,,,,,,Human,aspiny
273,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,sparsely spiny
274,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
275,False,,,,,,,,,,,,,,,,,,,,,Sim1-Cre_KJ18,spiny
276,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg3-Cre,spiny
277,False,,,,,,,,,,,,,,,,,,,,,Ctgf-T2A-dgCre,spiny
278,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
279,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
280,Rorb-IRES2-Cre__L4__exc,,0.001726131576188085,,,,0.016393103159863472,0.014139048074581525,0.16175993683290868,0.00015987478722962628,0.0028974903335187165,0.0001529188485631751,511.5811155516477,4.7244185056042156e-07,0.0002404598469824874,1.0092538382805537e-07,0.00032237688272410283,0.4000957628309917,2.881476102346392e-06,0.003970356685866927,0.0014963683212223526,Rorb-IRES2-Cre,spiny
281,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,aspiny
282,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre|PhiC31-neo,spiny
283,False,,,,,,,,,,,,,,,,,,,,,Scnn1a-Tg2-Cre,spiny
284,False,,,,,,,,,,,,,,,,,,,,,Nkx2-1-CreERT2,aspiny
285,False,,,,,,,,,,,,,,,,,,,,,Sst-IRES-Cre,aspiny
286,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
287,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
288,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
289,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
290,False,,,,,,,,,,,,,,,,,,,,,Oxtr-T2A-Cre,aspiny
291,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,sparsely spiny
292,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152|Pvalb-T2A-Dre,aspiny
293,False,,,,,,,,,,,,,,,,,,,,,Ndnf-IRES2-dgCre,aspiny
294,False,,,,,,,,,,,,,,,,,,,,,Esr2-IRES2-Cre,spiny
295,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
296,False,,,,,,,,,,,,,,,,,,,,,Htr3a-Cre_NO152,aspiny
297,False,,,,,,,,,,,,,,,,,,,,,Rbp4-Cre_KL100,spiny
298,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
299,Rorb-IRES2-Cre__L5__exc,0.0002305659874598708,0.00803601617446717,2.258808983451445,6.131723783704793e-06,0.07136592119595328,0.013017334966785159,0.4551470474717865,0.3943586694521027,0.0004398503640069551,0.0002859007218253895,5.647162306532914e-05,998.7555044544844,0.0001642335139856636,0.0009704240242902873,3.0442636773499707e-05,1.674289639739751e-05,,,,,Rorb-IRES2-Cre,spiny
300,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
301,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
302,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
303,False,,,,,,,,,,,,,,,,,,,,,Tlx3-Cre_PL56,spiny
304,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2,spiny
305,False,,,,,,,,,,,,,,,,,,,,,Human,spiny
306,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
307,False,,,,,,,,,,,,,,,,,,,,,Vipr2-IRES2-Cre,spiny
308,Pvalb-IRES-Cre__L6__inh,,0.0002610131296451837,,,,0.05261561593690416,0.00020884939561635613,1.4949391711007536,0.00032610281546368886,0.009679604934453835,0.00040547411723837,973.7747396691108,5.6108443195967695e-06,2.808716886717111e-07,1.1724442096239884e-07,,0.07407467659415214,3.8836759436034336e-10,0.03142124855791422,5.804311448603135e-10,Pvalb-IRES-Cre,aspiny
309,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
310,False,,,,,,,,,,,,,,,,,,,,,Chat-IRES-Cre-neo,aspiny
311,False,,,,,,,,,,,,,,,,,,,,,Chrna2-Cre_OE25|Pvalb-T2A-Dre,aspiny
312,False,,,,,,,,,,,,,,,,,,,,,Pvalb-IRES-Cre,aspiny
313,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
314,False,,,,,,,,,,,,,,,,,,,,,Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,aspiny
315,False,,,,,,,,,,,,,,,,,,,,,Nos1-CreERT2|Sst-IRES-FlpO,aspiny
316,False,,,,,,,,,,,,,,,,,,,,,Vip-IRES-Cre,aspiny
317,Nr5a1-Cre__L4__exc,,8.788700418986827e-05,,,,0.04287133123602988,0.00034452958529640476,0.0005615023257443119,0.0008083867210060562,0.007371566290377678,0.0018666933106615488,435.92761813080045,0.00018173846915263853,0.0003772415404998335,2.610395779866199e-07,6.826720268978433e-07,0.1752838460093209,0.003324739106693737,0.030325816082038905,0.010457729649747527,Nr5a1-Cre,spiny
318,False,,,,,,,,,,,,,,,,,,,,,Penk-IRES2-Cre-neo,spiny
319,Rbp4-Cre_KL100__L5__exc,,0.000182113855614044,,,,0.0425104417677037,0.0003293062758523424,0.052146435397673774,0.00011630842425646961,0.0017299102152732427,0.006773800780205737,652.2720729186043,0.0004187880137816238,0.0007337482459806576,9.472698515086147e-06,6.728526807356194e-05,0.3045054345588385,0.009686701708768404,0.02812408825107915,0.00535185999186667,Rbp4-Cre_KL100,spiny
320,False,,,,,,,,,,,,,,,,,,,,,Rorb-IRES2-Cre,spiny
